roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-1823,Male,Group C,High school,Standard,Complete,96,100,75,56,327,A
std-1824,Male,Group D,Some college,Free/reduced,Complete,42,76,65,86,269,B
std-1825,Male,Group D,High school,Free/reduced,Complete,39,100,10,74,223,C
std-1826,Male,Group C,High school,Standard,Complete,52,74,72,35,233,C
std-1827,Male,Group B,Master's degree,Standard,Complete,70,74,76,80,300,B
std-1828,Male,Group C,High school,Free/reduced,Not complete,30,97,63,27,217,C
std-1829,Male,Group C,High school,Standard,Not complete,74,77,97,53,301,B
std-1830,Male,Group B,Associate's degree,Free/reduced,Complete,31,96,88,64,279,B
std-1831,Male,Group D,Some college,Free/reduced,Complete,99,72,61,87,319,B
std-1832,Male,Group B,High school,Standard,Not complete,61,87,29,84,261,B
std-1833,Male,Group D,Bachelor's degree,Free/reduced,Complete,89,88,36,75,288,B
std-1834,Male,Group E,High school,Free/reduced,Not complete,40,98,49,56,243,C
std-1835,Male,Group A,Some college,Standard,Not complete,62,79,52,72,265,B
std-1836,Male,Group D,Bachelor's degree,Standard,Complete,78,93,73,77,321,A
std-1837,Male,Group A,High school,Standard,Not complete,41,88,66,76,271,B
std-1838,Male,Group D,Some college,Free/reduced,Complete,83,89,91,71,334,A
std-1839,Male,Group B,Associate's degree,Free/reduced,Not complete,77,51,38,44,210,C
std-1840,Male,Group C,Bachelor's degree,Standard,Complete,21,69,61,34,185,D
std-1841,Male,Group C,High school,Free/reduced,Not complete,31,68,37,100,236,C
std-1842,Male,Group D,Some college,Standard,Complete,74,86,56,39,255,B
std-1843,Male,Group E,Associate's degree,Standard,Not complete,18,83,32,60,193,D
std-1844,Male,Group C,Master's degree,Standard,Complete,74,88,58,56,276,B
std-1845,Male,Group D,Master's degree,Free/reduced,Complete,73,75,34,66,248,C
std-1846,Male,Group A,Associate's degree,Standard,Not complete,22,82,59,97,260,B
std-1847,Male,Group E,Some college,Free/reduced,Complete,69,78,57,90,294,B
std-1848,Male,Group C,Some college,Standard,Complete,12,74,94,60,240,C
std-1849,Male,Group C,Bachelor's degree,Free/reduced,Not complete,50,100,37,90,277,B
std-1850,Male,Group C,High school,Free/reduced,Complete,62,69,60,60,251,B
std-1851,Male,Group B,Bachelor's degree,Standard,Not complete,41,47,72,62,222,C
std-1852,Male,Group D,Some college,Standard,Complete,82,58,87,91,318,B
std-1853,Male,Group C,High school,Standard,Not complete,23,100,99,37,259,B
std-1854,Male,Group B,High school,Standard,Not complete,44,57,60,29,190,D
std-1855,Male,Group E,Some college,Free/reduced,Complete,55,46,34,46,181,D
std-1856,Male,Group B,Associate's degree,Free/reduced,Not complete,34,88,83,75,280,B
std-1857,Male,Group C,High school,Standard,Not complete,44,77,60,94,275,B
std-1858,Male,Group D,High school,Standard,Not complete,53,76,74,82,285,B
std-1859,Male,Group D,Bachelor's degree,Standard,Not complete,16,76,97,9,198,D
std-1860,Male,Group C,Some college,Standard,Not complete,29,73,64,37,203,C
std-1861,Male,Group C,Master's degree,Standard,Complete,65,94,83,35,277,B
std-1862,Male,Group B,Some college,Standard,Not complete,57,58,89,52,256,B
std-1863,Male,Group A,High school,Free/reduced,Not complete,39,67,61,83,250,B
std-1864,Male,Group C,Some college,Standard,Not complete,90,77,70,76,313,B
std-1865,Male,Group B,Bachelor's degree,Free/reduced,Not complete,35,77,46,96,254,B
std-1866,Male,Group C,Associate's degree,Free/reduced,Not complete,40,79,58,12,189,D
std-1867,Male,Group D,Associate's degree,Free/reduced,Not complete,73,34,60,20,187,D
std-1868,Male,Group B,Master's degree,Standard,Complete,92,43,60,65,260,B
std-1869,Male,Group C,High school,Standard,Not complete,75,79,91,50,295,B
std-1870,Male,Group E,Some college,Free/reduced,Not complete,63,44,39,46,192,D
std-1871,Male,Group D,Some college,Standard,Not complete,77,62,95,46,280,B
std-1872,Male,Group D,Some college,Standard,Complete,55,81,54,38,228,C
std-1873,Male,Group B,Master's degree,Free/reduced,Not complete,80,81,87,88,336,A
std-1874,Male,Group C,Bachelor's degree,Free/reduced,Not complete,48,76,71,68,263,B
std-1875,Male,Group E,Master's degree,Free/reduced,Not complete,28,100,94,45,267,B
std-1876,Male,Group D,High school,Free/reduced,Complete,27,33,70,74,204,C
std-1877,Male,Group B,Master's degree,Standard,Not complete,25,58,64,31,178,D
std-1878,Male,Group C,Bachelor's degree,Free/reduced,Not complete,40,84,42,74,240,C
std-1879,Male,Group C,Bachelor's degree,Free/reduced,Not complete,30,96,64,83,273,B
std-1880,Male,Group C,Bachelor's degree,Standard,Not complete,81,57,71,100,309,B
std-1881,Male,Group D,Master's degree,Standard,Not complete,58,55,53,49,215,C
std-1882,Male,Group B,High school,Free/reduced,Not complete,17,92,92,52,253,B
std-1883,Male,Group C,Associate's degree,Standard,Not complete,11,43,54,32,140,Fail
std-1884,Male,Group E,Bachelor's degree,Standard,Complete,37,70,59,42,208,C
std-1885,Male,Group C,Bachelor's degree,Standard,Not complete,79,97,94,82,352,A
std-1886,Male,Group A,Master's degree,Standard,Not complete,31,85,70,60,246,C
std-1887,Male,Group C,High school,Standard,Not complete,64,71,51,100,286,B
std-1888,Male,Group D,Associate's degree,Free/reduced,Complete,39,81,65,35,220,C
std-1889,Male,Group C,High school,Standard,Complete,40,100,61,57,258,B
std-1890,Male,Group E,High school,Free/reduced,Not complete,28,78,93,85,284,B
std-1891,Male,Group D,Some college,Free/reduced,Not complete,42,61,65,91,259,B
std-1892,Male,Group E,Bachelor's degree,Free/reduced,Complete,62,64,52,43,221,C
std-1893,Male,Group B,Some college,Standard,Not complete,32,66,81,76,255,B
std-1894,Male,Group E,Some college,Free/reduced,Complete,54,71,60,23,208,C
std-1895,Male,Group E,High school,Standard,Not complete,27,67,65,87,246,C
std-1896,Male,Group D,Bachelor's degree,Standard,Not complete,32,80,48,26,186,D
std-1897,Male,Group D,Associate's degree,Standard,Not complete,10,79,80,44,213,C
std-1898,Male,Group D,Some college,Standard,Complete,74,98,25,68,265,B
std-1899,Male,Group E,Associate's degree,Free/reduced,Not complete,23,89,73,57,242,C
std-1900,Male,Group E,Master's degree,Free/reduced,Not complete,53,67,41,76,237,C
std-1901,Male,Group E,High school,Standard,Complete,57,63,36,50,206,C
std-1902,Male,Group B,Bachelor's degree,Free/reduced,Not complete,66,44,50,79,239,C
std-1903,Male,Group B,Bachelor's degree,Free/reduced,Complete,90,79,54,100,323,A
std-1904,Male,Group B,Associate's degree,Standard,Complete,18,74,85,18,195,D
std-1905,Male,Group E,Some college,Standard,Not complete,52,80,56,61,249,C
std-1906,Male,Group C,Associate's degree,Free/reduced,Not complete,55,100,79,57,291,B
std-1907,Male,Group C,Bachelor's degree,Free/reduced,Not complete,8,62,73,56,199,D
std-1908,Male,Group C,Master's degree,Standard,Complete,33,92,64,66,255,B
std-1909,Male,Group D,High school,Free/reduced,Complete,54,75,71,85,285,B
std-1910,Male,Group D,High school,Free/reduced,Not complete,45,66,58,70,239,C
std-1911,Male,Group D,Bachelor's degree,Free/reduced,Not complete,86,43,88,64,281,B
std-1912,Male,Group C,Associate's degree,Free/reduced,Not complete,13,62,33,31,139,Fail
std-1913,Male,Group C,Some college,Standard,Not complete,41,75,54,99,269,B
std-1914,Male,Group A,High school,Standard,Complete,35,76,62,21,194,D
std-1915,Male,Group C,Some college,Standard,Not complete,48,91,37,70,246,C
std-1916,Male,Group A,Bachelor's degree,Standard,Complete,83,34,75,51,243,C
std-1917,Male,Group A,Associate's degree,Standard,Not complete,71,73,79,48,271,B
std-1918,Male,Group C,Associate's degree,Standard,Complete,51,25,55,63,194,D
std-1919,Male,Group C,Master's degree,Standard,Complete,48,73,41,77,239,C
std-1920,Male,Group C,Associate's degree,Free/reduced,Not complete,28,72,63,54,217,C
std-1921,Male,Group C,Bachelor's degree,Free/reduced,Not complete,27,81,55,60,223,C
std-1922,Male,Group B,Some college,Standard,Complete,65,58,81,47,251,B
std-1923,Male,Group C,High school,Free/reduced,Not complete,81,100,78,83,342,A
std-1924,Male,Group D,High school,Free/reduced,Not complete,84,87,52,79,302,B
std-1925,Male,Group D,Some college,Free/reduced,Not complete,23,90,94,70,277,B
std-1926,Male,Group D,Associate's degree,Standard,Not complete,36,87,54,52,229,C
std-1927,Male,Group C,Bachelor's degree,Standard,Complete,68,61,72,78,279,B
std-1928,Male,Group D,High school,Free/reduced,Not complete,23,98,57,42,220,C
std-1929,Male,Group C,High school,Standard,Not complete,52,79,86,67,284,B
std-1930,Male,Group C,High school,Standard,Complete,37,77,63,64,241,C
std-1931,Male,Group D,Associate's degree,Standard,Not complete,32,45,53,39,169,D
std-1932,Male,Group E,Associate's degree,Standard,Complete,37,50,89,68,244,C
std-1933,Male,Group B,Associate's degree,Free/reduced,Not complete,47,45,61,34,187,D
std-1934,Male,Group D,Associate's degree,Free/reduced,Not complete,69,65,55,46,235,C
std-1935,Male,Group D,High school,Free/reduced,Not complete,56,100,51,42,249,C
std-1936,Male,Group B,Some college,Free/reduced,Not complete,27,91,80,63,261,B
std-1937,Male,Group C,High school,Free/reduced,Complete,38,70,76,63,247,C
std-1938,Male,Group A,Bachelor's degree,Standard,Complete,72,78,91,67,308,B
std-1939,Male,Group E,High school,Standard,Not complete,49,100,43,66,258,B
std-1940,Male,Group D,Associate's degree,Standard,Complete,37,76,68,14,195,D
std-1941,Male,Group B,High school,Free/reduced,Not complete,77,82,75,65,299,B
std-1942,Male,Group C,Some college,Standard,Not complete,63,41,97,63,264,B
std-1943,Male,Group B,High school,Free/reduced,Not complete,82,60,70,55,267,B
std-1944,Male,Group D,Some college,Standard,Not complete,43,53,27,72,195,D
std-1945,Male,Group B,Some college,Standard,Not complete,58,66,100,35,259,B
std-1946,Male,Group D,Bachelor's degree,Standard,Not complete,22,41,34,61,158,D
std-1947,Male,Group C,High school,Free/reduced,Not complete,79,45,82,76,282,B
std-1948,Male,Group C,Some college,Free/reduced,Complete,50,51,71,36,208,C
std-1949,Male,Group C,Associate's degree,Free/reduced,Not complete,23,35,76,68,202,C
std-1950,Male,Group A,Some college,Free/reduced,Complete,91,87,74,58,310,B
std-1951,Male,Group B,High school,Standard,Complete,100,94,66,60,320,A
std-1952,Male,Group B,High school,Free/reduced,Not complete,47,66,100,47,260,B
std-1953,Male,Group E,High school,Standard,Not complete,69,96,100,73,338,A
std-1954,Male,Group C,Some college,Standard,Not complete,90,68,94,10,262,B
std-1955,Male,Group A,Some college,Standard,Not complete,47,49,80,50,226,C
std-1956,Male,Group C,Bachelor's degree,Standard,Not complete,74,76,89,71,310,B
std-1957,Male,Group D,High school,Free/reduced,Not complete,37,71,57,57,222,C
std-1958,Male,Group C,Associate's degree,Free/reduced,Complete,61,85,80,48,274,B
std-1959,Male,Group D,Bachelor's degree,Standard,Complete,86,55,78,88,307,B
std-1960,Male,Group C,Associate's degree,Standard,Not complete,87,77,46,92,302,B
std-1961,Male,Group D,Bachelor's degree,Standard,Complete,100,100,51,81,332,A
std-1962,Male,Group B,Some college,Free/reduced,Not complete,60,63,51,48,222,C
std-1963,Male,Group B,High school,Free/reduced,Complete,77,99,36,69,281,B
std-1964,Male,Group E,Some college,Free/reduced,Not complete,60,77,12,11,160,D
std-1965,Male,Group B,High school,Standard,Not complete,55,78,71,93,297,B
std-1966,Male,Group C,Bachelor's degree,Standard,Not complete,64,86,52,56,258,B
std-1967,Male,Group C,Master's degree,Standard,Not complete,15,77,43,37,172,D
std-1968,Male,Group B,High school,Standard,Not complete,34,45,77,58,214,C
std-1969,Male,Group C,Some college,Standard,Complete,40,83,65,69,257,B
std-1970,Male,Group D,Master's degree,Standard,Not complete,30,23,72,56,181,D
std-1971,Male,Group C,High school,Standard,Complete,34,62,33,52,181,D
std-1972,Male,Group C,Bachelor's degree,Standard,Not complete,30,67,79,69,245,C
std-1973,Male,Group D,Bachelor's degree,Free/reduced,Not complete,24,70,67,96,257,B
std-1974,Male,Group B,Master's degree,Standard,Not complete,44,50,53,57,204,C
std-1975,Male,Group D,Some college,Standard,Not complete,62,70,83,88,303,B
std-1976,Male,Group B,Associate's degree,Standard,Not complete,81,77,71,74,303,B
std-1977,Male,Group B,Master's degree,Standard,Not complete,16,71,61,45,193,D
std-1978,Male,Group C,High school,Standard,Not complete,80,100,89,73,342,A
std-1979,Male,Group A,High school,Free/reduced,Complete,70,100,49,32,251,B
std-1980,Male,Group C,Associate's degree,Standard,Not complete,45,57,49,100,251,B
std-1981,Male,Group E,Some college,Free/reduced,Not complete,30,93,49,88,260,B
std-1982,Male,Group B,Associate's degree,Standard,Not complete,38,44,90,28,200,C
std-1983,Male,Group C,Some college,Free/reduced,Not complete,12,98,72,65,247,C
std-1984,Male,Group C,Associate's degree,Free/reduced,Not complete,35,74,46,100,255,B
std-1985,Male,Group C,Some college,Free/reduced,Complete,58,53,100,36,247,C
std-1986,Male,Group D,High school,Free/reduced,Complete,10,90,79,29,208,C
std-1987,Male,Group D,Some college,Standard,Not complete,97,78,60,72,307,B
std-1988,Male,Group B,Associate's degree,Free/reduced,Not complete,50,86,64,58,258,B
std-1989,Male,Group D,High school,Free/reduced,Not complete,39,75,62,36,212,C
std-1990,Male,Group A,Associate's degree,Free/reduced,Complete,58,93,67,48,266,B
std-1991,Male,Group D,High school,Standard,Not complete,15,100,100,73,288,B
std-1992,Male,Group D,Master's degree,Standard,Complete,51,62,27,76,216,C
std-1993,Male,Group B,High school,Standard,Not complete,98,90,90,80,358,A
std-1994,Male,Group E,Some college,Free/reduced,Complete,38,80,70,74,262,B
std-1995,Male,Group A,High school,Free/reduced,Complete,83,72,74,87,316,B
std-1996,Male,Group C,High school,Standard,Not complete,24,90,100,70,284,B
std-1997,Male,Group C,Associate's degree,Standard,Not complete,29,44,38,77,188,D
std-1998,Male,Group D,High school,Free/reduced,Not complete,45,41,51,46,183,D
std-1999,Male,Group C,High school,Standard,Complete,74,87,46,44,251,B
std-2000,Male,Group C,Master's degree,Standard,Not complete,42,100,52,82,276,B
std-2001,Male,Group D,Some college,Free/reduced,Complete,71,59,47,40,217,C
std-2002,Male,Group D,Some college,Standard,Not complete,56,83,79,80,298,B
std-2003,Male,Group D,Associate's degree,Free/reduced,Complete,48,51,80,69,248,C
std-2004,Male,Group B,Some college,Standard,Not complete,14,71,53,47,185,D
std-2005,Male,Group C,Bachelor's degree,Standard,Complete,20,40,62,35,157,D
std-2006,Male,Group E,High school,Standard,Complete,50,100,48,39,237,C
std-2007,Male,Group B,Associate's degree,Standard,Not complete,65,73,79,79,296,B
std-2008,Male,Group C,Bachelor's degree,Free/reduced,Not complete,48,100,75,67,290,B
std-2009,Male,Group B,Bachelor's degree,Free/reduced,Not complete,40,47,67,63,217,C
std-2010,Male,Group D,High school,Standard,Not complete,42,74,60,43,219,C
std-2011,Male,Group C,High school,Standard,Not complete,38,38,50,29,155,D
std-2012,Male,Group C,Associate's degree,Free/reduced,Not complete,36,57,75,55,223,C
std-2013,Male,Group C,Some college,Free/reduced,Complete,49,96,58,75,278,B
std-2014,Male,Group E,Some college,Free/reduced,Not complete,20,53,59,73,205,C
std-2015,Male,Group C,Some college,Standard,Complete,94,88,57,63,302,B
std-2016,Male,Group A,High school,Free/reduced,Not complete,47,51,89,56,243,C
std-2017,Male,Group C,High school,Standard,Complete,98,100,57,94,349,A
std-2018,Male,Group D,Associate's degree,Standard,Complete,0,53,74,82,209,C
std-2019,Male,Group D,High school,Standard,Not complete,99,80,74,91,344,A
std-2020,Male,Group C,High school,Free/reduced,Not complete,73,100,79,63,315,B
std-2021,Male,Group C,Some college,Standard,Not complete,45,47,64,100,256,B
std-2022,Male,Group E,Some college,Standard,Not complete,26,41,53,9,129,Fail
std-2023,Male,Group B,High school,Free/reduced,Not complete,81,70,48,81,280,B
std-2024,Male,Group C,High school,Standard,Not complete,36,86,86,42,250,B
std-2025,Male,Group D,Bachelor's degree,Standard,Not complete,23,89,48,82,242,C
std-2026,Male,Group D,Bachelor's degree,Free/reduced,Complete,46,85,51,86,268,B
std-2027,Male,Group D,High school,Standard,Complete,49,98,80,76,303,B
std-2028,Male,Group D,Bachelor's degree,Free/reduced,Complete,46,83,55,36,220,C
std-2029,Male,Group C,High school,Standard,Not complete,41,78,99,43,261,B
std-2030,Male,Group A,High school,Free/reduced,Not complete,80,91,85,84,340,A
std-2031,Male,Group C,Associate's degree,Free/reduced,Not complete,54,50,32,70,206,C
std-2032,Male,Group B,High school,Standard,Complete,58,73,46,86,263,B
std-2033,Male,Group A,High school,Standard,Not complete,66,94,62,60,282,B
std-2034,Male,Group A,High school,Free/reduced,Not complete,53,65,73,57,248,C
std-2035,Male,Group C,High school,Standard,Complete,49,70,78,69,266,B
std-2036,Male,Group D,Bachelor's degree,Free/reduced,Not complete,32,56,38,36,162,D
std-2037,Male,Group D,High school,Free/reduced,Not complete,18,62,38,78,196,D
std-2038,Male,Group E,Associate's degree,Free/reduced,Complete,56,61,63,46,226,C
std-2039,Male,Group C,High school,Standard,Not complete,17,77,54,60,208,C
std-2040,Male,Group C,High school,Free/reduced,Complete,39,75,58,75,247,C
std-2041,Male,Group C,High school,Standard,Complete,43,100,93,79,315,B
