roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-2805,Male,Group A,Some college,Standard,Not complete,62,98.0,54.0,59.0,273.0,B
std-2806,Male,Group D,Associate's degree,Standard,Complete,33,17.0,83.0,27.0,160.0,D
std-2807,Male,Group E,High school,Free/reduced,Complete,74,87.0,79.0,58.0,298.0,B
std-2808,Male,Group D,High school,Standard,Not complete,36,61.0,74.0,72.0,243.0,C
std-2809,Male,Group B,Some college,Standard,Complete,93,76.0,71.0,47.0,287.0,B
std-2810,Male,Group C,Some college,Standard,Not complete,36,98.0,40.0,77.0,251.0,B
std-2811,Male,Group A,Bachelor's degree,Free/reduced,Complete,79,89.0,94.0,38.0,300.0,B
std-2812,Male,Group D,Some college,Standard,Complete,49,100.0,52.0,58.0,259.0,B
std-2813,Male,Group C,Associate's degree,Free/reduced,Complete,76,87.0,57.0,59.0,279.0,B
std-2814,Male,Group B,High school,Free/reduced,Not complete,89,17.0,50.0,91.0,247.0,C
std-2815,Male,Group C,High school,Free/reduced,Complete,42,81.0,61.0,21.0,205.0,C
std-2816,Male,Group D,High school,Free/reduced,Not complete,100,86.0,56.0,63.0,305.0,B
std-2817,Male,Group C,Bachelor's degree,Standard,Not complete,50,58.0,62.0,57.0,227.0,C
std-2818,Male,Group C,Some college,Free/reduced,Not complete,69,100.0,96.0,71.0,336.0,A
std-2819,Male,Group D,High school,Standard,Not complete,26,95.0,34.0,61.0,216.0,C
std-2820,Male,Group A,High school,Standard,Complete,60,54.0,30.0,68.0,212.0,C
std-2821,Male,Group B,Associate's degree,Standard,Not complete,82,95.0,99.0,97.0,373.0,A
std-2822,Male,Group B,High school,Standard,Complete,78,83.0,59.0,66.0,286.0,B
std-2823,Male,Group D,Master's degree,Standard,Not complete,72,51.0,66.0,37.0,226.0,C
std-2824,Male,Group C,High school,Free/reduced,Not complete,60,71.0,57.0,87.0,275.0,B
std-2825,Male,Group C,High school,Free/reduced,Not complete,70,55.0,10.0,74.0,209.0,C
std-2826,Male,Group E,High school,Free/reduced,Complete,34,54.0,66.0,80.0,234.0,C
std-2827,Male,Group D,Some college,Standard,Complete,41,56.0,90.0,46.0,233.0,C
std-2828,Male,Group C,Some college,Standard,Complete,50,71.0,75.0,43.0,239.0,C
std-2829,Male,Group B,High school,Free/reduced,Not complete,71,89.0,64.0,91.0,315.0,B
std-2830,Male,Group C,Associate's degree,Standard,Complete,22,87.0,67.0,59.0,235.0,C
std-2831,Male,Group B,Associate's degree,Standard,Not complete,77,64.0,89.0,62.0,292.0,B
std-2832,Male,Group D,Master's degree,Free/reduced,Complete,33,88.0,42.0,78.0,241.0,C
std-2833,Male,Group D,Some college,Standard,Not complete,100,95.0,72.0,100.0,367.0,A
std-2834,Male,Group C,High school,Standard,Not complete,52,100.0,49.0,88.0,289.0,B
std-2835,Male,Group E,Associate's degree,Standard,Not complete,51,67.0,71.0,88.0,277.0,B
std-2836,Male,Group D,High school,Standard,Not complete,45,68.0,66.0,74.0,253.0,B
std-2837,Male,Group D,Associate's degree,Standard,Not complete,9,41.0,58.0,67.0,175.0,D
std-2838,Male,Group C,Associate's degree,Standard,Not complete,79,88.0,60.0,72.0,299.0,B
std-2839,Male,Group D,High school,Free/reduced,Not complete,84,52.0,47.0,48.0,231.0,C
std-2840,Male,Group B,High school,Standard,Not complete,60,80.0,85.0,79.0,304.0,B
std-2841,Male,Group D,Some college,Standard,Not complete,31,71.0,62.0,50.0,214.0,C
std-2842,Male,Group C,High school,Standard,Not complete,8,55.0,66.0,47.0,176.0,D
std-2843,Male,Group D,High school,Standard,Complete,43,100.0,61.0,61.0,265.0,B
std-2844,Male,Group E,Some college,Free/reduced,Not complete,77,76.0,67.0,27.0,247.0,C
std-2845,Male,Group B,High school,Free/reduced,Not complete,18,85.0,99.0,78.0,280.0,B
std-2846,Male,Group C,High school,Standard,Complete,48,54.0,91.0,100.0,293.0,B
std-2847,Male,Group D,Bachelor's degree,Free/reduced,Not complete,29,67.0,100.0,62.0,258.0,B
std-2848,Male,Group E,Associate's degree,Standard,Not complete,55,100.0,77.0,12.0,244.0,C
std-2849,Male,Group A,Associate's degree,Standard,Not complete,25,79.0,73.0,46.0,223.0,C
std-2850,Male,Group B,High school,Standard,Not complete,53,77.0,50.0,9.0,189.0,D
std-2851,Male,Group A,Associate's degree,Free/reduced,Not complete,43,97.0,59.0,41.0,240.0,C
std-2852,Male,Group E,High school,Standard,Not complete,38,75.0,87.0,48.0,248.0,C
std-2853,Male,Group B,Master's degree,Free/reduced,Complete,64,88.0,82.0,78.0,312.0,B
std-2854,Male,Group E,Bachelor's degree,Standard,Complete,70,72.0,43.0,33.0,218.0,C
std-2855,Male,Group B,High school,Free/reduced,Not complete,97,58.0,54.0,100.0,309.0,B
std-2856,Male,Group A,Some college,Free/reduced,Complete,16,78.0,39.0,97.0,230.0,C
std-2857,Male,Group C,Associate's degree,Free/reduced,Not complete,55,98.0,55.0,77.0,285.0,B
std-2858,Male,Group D,Bachelor's degree,Standard,Complete,49,67.0,61.0,76.0,253.0,B
std-2859,Male,Group C,Master's degree,Free/reduced,Not complete,69,71.0,91.0,39.0,270.0,B
std-2860,Male,Group C,High school,Standard,Not complete,37,92.0,66.0,66.0,261.0,B
std-2861,Male,Group C,Bachelor's degree,Free/reduced,Not complete,81,98.0,94.0,83.0,356.0,A
std-2862,Male,Group C,Master's degree,Free/reduced,Not complete,22,66.0,73.0,51.0,212.0,C
std-2863,Male,Group C,Some college,Standard,Not complete,95,52.0,51.0,100.0,298.0,B
std-2864,Male,Group E,High school,Free/reduced,Not complete,13,92.0,29.0,40.0,174.0,D
std-2865,Male,Group C,Master's degree,Standard,Complete,26,89.0,62.0,54.0,231.0,C
std-2866,Male,Group B,Some college,Free/reduced,Complete,\t41,71.0,100.0,74.0,286.0,B
std-2867,Male,Group D,Associate's degree,Standard,Not complete,42,65.0,100.0,88.0,295.0,B
std-2868,Male,Group C,Associate's degree,Standard,Not complete,48,87.0,42.0,41.0,218.0,C
std-2869,Male,Group E,High school,Standard,Not complete,44,80.0,44.0,36.0,204.0,C
std-2870,Male,Group A,High school,Standard,Complete,45,75.0,73.0,71.0,264.0,B
std-2871,Male,Group D,High school,Standard,Complete,74,30.0,59.0,62.0,225.0,C
std-2872,\tmale,Group C,Associate's degree,Free/reduced,Complete,63,57.0,45.0,75.0,240.0,C
std-2873,Male,Group D,High school,Standard,Not complete,13,91.0,68.0,31.0,203.0,C
std-2874,Male,Group E,Some college,Standard,Not complete,67,74.0,81.0,41.0,263.0,B
std-2875,Male,Group D,Bachelor's degree,Standard,Complete,40,71.0,57.0,87.0,255.0,B
std-2876,Male,Group B,Master's degree,Standard,Not complete,21,87.0,95.0,58.0,261.0,B
std-2877,Male,Group D,Associate's degree,Free/reduced,Complete,63,68.0,100.0,44.0,275.0,B
std-2878,Male,Group B,High school,Standard,Not complete,47,65.0,76.0,75.0,263.0,B
std-2879,Male,Group C,Associate's degree,Free/reduced,Not complete,46,100.0,91.0,81.0,318.0,B
std-2880,Male,Group B,High school,Standard,Not complete,43,84.0,61.0,39.0,227.0,C
std-2881,Male,Group E,Master's degree,Standard,Not complete,17,48.0,23.0,50.0,138.0,Fail
std-2882,Male,Group C,Bachelor's degree,Standard,Not complete,80,60.0,67.0,87.0,294.0,B
std-2883,Male,Group C,Bachelor's degree,Free/reduced,Not complete,20,100.0,76.0,26.0,222.0,C
std-2884,Male,Group C,Some college,Standard,Complete,86,75.0,100.0,90.0,351.0,A
std-2885,Male,Group A,Some college,Standard,Not complete,27,45.0,29.0,41.0,142.0,Fail
std-2886,Male,Group D,High school,Standard,Not complete,59,100.0,100.0,60.0,319.0,B
std-2887,Male,Group B,Some college,Standard,Complete,59,100.0,61.0,56.0,276.0,B
std-2888,Male,Group C,High school,Standard,Not complete,52,60.0,71.0,81.0,264.0,B
std-2889,Male,Group D,Some college,Free/reduced,Complete,33,58.0,64.0,53.0,208.0,C
std-2890,Male,Group E,Master's degree,Standard,Complete,27,83.0,66.0,16.0,192.0,D
std-2891,Male,Group B,Associate's degree,Free/reduced,Not complete,33,78.0,45.0,74.0,230.0,C
std-2892,Male,Group D,Associate's degree,Standard,Not complete,45,85.0,79.0,43.0,252.0,B
std-2893,Male,Group D,Some college,Standard,Not complete,66,45.0,85.0,39.0,235.0,C
std-2894,Male,Group C,Some college,Free/reduced,Not complete,52,32.0,100.0,60.0,244.0,C
std-2895,Male,Group D,Associate's degree,Standard,Not complete,32,46.0,56.0,67.0,201.0,C
std-2896,Male,Group C,Master's degree,Standard,Complete,20,83.0,80.0,59.0,242.0,C
std-2897,Male,Group A,Master's degree,Free/reduced,Not complete,29,79.0,62.0,51.0,221.0,C
std-2898,Male,Group D,High school,Standard,Not complete,36,100.0,69.0,83.0,288.0,B
std-2899,Male,group C\n,Associate's degree,Standard,Not complete,23,82.0,69.0,81.0,255.0,B
std-2900,Male,Group A,Some college,Free/reduced,Not complete,48,68.0,63.0,51.0,230.0,C
std-2901,Male,Group D,Bachelor's degree,Standard,Not complete,36,59.0,10.0,35.0,140.0,Fail
std-2902,Male,Group C,Master's degree,Standard,Complete,69,91.0,46.0,71.0,277.0,B
std-2903,Male,Group C,Some college,Free/reduced,Not complete,54,78.0,53.0,70.0,255.0,B
std-2904,Male,Group B,High school,Free/reduced,Not complete,48,85.0,78.0,61.0,272.0,B
std-2905,Male,Group D,Bachelor's degree,Free/reduced,Not complete,55,39.0,82.0,94.0,270.0,B
std-2906,Male,Group B,Some college,Standard,Complete,20,100.0,70.0,56.0,246.0,C
std-2907,Male,Group B,Some college,Standard,Complete,100,88.0,51.0,47.0,286.0,B
std-2908,Male,Group C,Bachelor's degree,Standard,Not complete,20,56.0,75.0,41.0,192.0,D
std-2909,Male,Group C,High school,Standard,Not complete,75,100.0,50.0,59.0,284.0,B
std-2910,Male,Group D,High school,Standard,Complete,36,76.0,72.0,86.0,270.0,B
std-2911,Male,Group C,Some college,Standard,Not complete,52,89.0,22.0,55.0,218.0,C
std-2912,Male,Group E,Bachelor's degree,Free/reduced,Complete,42,78.0,86.0,38.0,244.0,C
std-2913,Male,Group D,Some college,Standard,Complete,47,83.0,78.0,100.0,308.0,B
std-2914,Male,Group D,High school,Free/reduced,Not complete,38,85.0,74.0,60.0,257.0,B
std-2915,Male,Group D,Associate's degree,Standard,Complete,33,59.0,52.0,82.0,226.0,C
std-2916,Male,Group B,High school,Standard,Not complete,44,28.0,95.0,44.0,211.0,C
std-2917,Male,Group C,Some college,Standard,Not complete,44,85.0,30.0,86.0,245.0,C
std-2918,Male,Group E,High school,Free/reduced,Not complete,34,54.0,64.0,31.0,183.0,D
std-2919,Male,Group D,High school,Standard,Not complete,13,77.0,52.0,45.0,187.0,D
std-2920,Male,Group D,High school,Standard,Not complete,61,49.0,67.0,100.0,277.0,B
std-2921,Male,Group E,Bachelor's degree,Free/reduced,Complete,81,51.0,37.0,50.0,219.0,C
std-2922,Male,Group C,Some college,Standard,Not complete,77,62.0,71.0,78.0,288.0,B
std-2923,Male,Group B,Associate's degree,Standard,Not complete,13,66.0,70.0,51.0,200.0,C
std-2924,Male,Group B,High school,Free/reduced,Not complete,25,87.0,61.0,72.0,245.0,C
std-2925,Male,Group B,High school,Free/reduced,Not complete,37,70.0,77.0,72.0,256.0,B
std-2926,Male,Group D,Some college,Standard,Not complete,29,79.0,47.0,44.0,199.0,D
std-2927,Male,Group E,Some college,Free/reduced,Complete,45,100.0,88.0,98.0,331.0,A
std-2928,Male,Group A,High school,Standard,Not complete,15,50.0,63.0,50.0,178.0,D
std-2929,Male,Group B,Some college,Standard,Not complete,88,93.0,83.0,79.0,343.0,A
std-2930,Male,Group B,Some college,Standard,Not complete,71,78.0,32.0,77.0,258.0,B
std-2931,Male,Group D,Some college,Standard,Not complete,39,100.0,79.0,100.0,318.0,B
std-2932,Male,Group C,High school,Standard,Complete,58,57.0,94.0,72.0,281.0,B
std-2933,Male,Group E,Some college,Standard,Not complete,36,100.0,100.0,62.0,298.0,B
std-2934,Male,Group E,High school,Standard,Complete,29,44.0,79.0,75.0,227.0,C
std-2935,Male,Group B,High school,Standard,Not complete,45,100.0,90.0,70.0,305.0,B
std-2936,Male,group C\n,Some college,Standard,Complete,80,93.0,58.0,52.0,283.0,B
std-2937,Male,Group E,Master's degree,Free/reduced,Not complete,0,49.0,45.0,49.0,143.0,Fail
std-2938,Male,Group D,Associate's degree,Free/reduced,Not complete,28,83.0,56.0,30.0,197.0,D
std-2939,Male,Group D,Associate's degree,Standard,Not complete,10,88.0,65.0,48.0,211.0,C
std-2940,Male,Group D,Bachelor's degree,Free/reduced,Complete,64,87.0,66.0,58.0,275.0,B
std-2941,Male,Group B,High school,Standard,Not complete,39,44.0,59.0,56.0,198.0,D
std-2942,Male,Group E,Some college,Standard,Complete,17,91.0,49.0,79.0,236.0,C
std-2943,Male,Group B,Bachelor's degree,Free/reduced,Complete,49,100.0,85.0,79.0,313.0,B
std-2944,Male,Group E,High school,Free/reduced,Not complete,39,60.0,52.0,46.0,197.0,D
std-2945,Male,Group C,Bachelor's degree,Free/reduced,Not complete,80,100.0,82.0,64.0,326.0,A
std-2946,Male,Group B,Some college,Free/reduced,Not complete,42,85.0,60.0,65.0,252.0,B
std-2947,Male,Group C,Bachelor's degree,Free/reduced,Complete,63,57.0,100.0,77.0,297.0,B
std-2948,Male,Group D,Associate's degree,Standard,Not complete,20,82.0,71.0,100.0,273.0,B
std-2949,Male,Group D,Master's degree,Standard,Not complete,71,58.0,31.0,35.0,195.0,D
std-2950,Male,Group C,Bachelor's degree,Free/reduced,Not complete,68,63.0,56.0,94.0,281.0,B
std-2951,Male,Group E,Associate's degree,Free/reduced,Complete,41,68.0,59.0,55.0,223.0,C
std-2952,Male,Group A,Some college,Standard,Not complete,29,64.0,75.0,78.0,246.0,C
std-2953,Male,Group D,Bachelor's degree,Free/reduced,Complete,86,75.0,52.0,48.0,261.0,B
std-2954,Male,Group B,High school,Standard,Complete,57,70.0,52.0,67.0,246.0,C
std-2955,Male,Group D,High school,Free/reduced,Not complete,44,94.0,99.0,63.0,300.0,B
std-2956,Male,Group C,Some college,Standard,Complete,51,97.0,55.0,49.0,252.0,B
std-2957,Male,Group D,Associate's degree,Standard,Complete,53,91.0,58.0,81.0,283.0,B
std-2958,Male,Group C,High school,Free/reduced,Complete,58,86.0,45.0,85.0,274.0,B
std-2959,Male,Group B,High school,Standard,Not complete,81,39.0,39.0,76.0,235.0,C
std-2960,Male,Group C,High school,Standard,Not complete,75,62.0,69.0,92.0,298.0,B
std-2961,Male,Group B,Bachelor's degree,Free/reduced,Complete,39,75.0,64.0,28.0,206.0,C
std-2962,Male,Group E,Bachelor's degree,Standard,Complete,30,83.0,50.0,71.0,234.0,C
std-2963,Male,Group D,Bachelor's degree,Free/reduced,Not complete,38,90.0,37.0,39.0,204.0,C
std-2964,Male,Group C,Some college,Standard,Complete,32,80.0,68.0,50.0,230.0,C
std-2965,Male,Group B,Associate's degree,Standard,Not complete,79,38.0,55.0,23.0,195.0,D
std-2966,Male,Group E,Bachelor's degree,Free/reduced,Not complete,32,49.0,56.0,100.0,237.0,C
std-2967,Male,Group C,Some college,Standard,Not complete,39,73.0,67.0,60.0,239.0,C
std-2968,Male,Group C,Some college,Standard,Not complete,34,61.0,35.0,70.0,200.0,C
std-2969,Male,Group D,High school,Free/reduced,Complete,59,100.0,95.0,100.0,354.0,A
std-2970,Male,Group E,Master's degree,Standard,Complete,15,60.0,57.0,74.0,206.0,C
std-2971,Male,Group E,High school,Standard,Not complete,53,74.0,74.0,37.0,238.0,C
std-2972,Male,Group E,High school,Standard,Not complete,0,76.0,34.0,64.0,174.0,D
std-2973,Male,Group A,High school,Free/reduced,Not complete,54,59.0,50.0,93.0,256.0,B
std-2974,Male,Group D,Associate's degree,Standard,Not complete,62,57.0,69.0,85.0,273.0,B
std-2975,Male,Group D,Master's degree,Standard,Complete,22,68.0,84.0,51.0,225.0,C
std-2976,Male,Group D,Bachelor's degree,Standard,Not complete,100,89.0,85.0,89.0,363.0,A
std-2977,Male,Group C,Bachelor's degree,Standard,Not complete,96,70.0,42.0,95.0,303.0,B
std-2978,Male,Group B,High school,Standard,Complete,62,90.0,51.0,79.0,282.0,B
std-2979,Male,Group B,Some college,Standard,Not complete,56,52.0,41.0,78.0,227.0,C
std-2980,Male,Group D,Some college,Standard,Complete,40,64.0,90.0,64.0,258.0,B
std-2981,Male,Group B,High school,Standard,Complete,75,68.0,65.0,84.0,292.0,B
std-2982,Male,Group C,Bachelor's degree,Standard,Complete,46,65.0,76.0,77.0,264.0,B
std-2983,Male,group C\n,Bachelor's degree,Standard,Complete,88,65.0,100.0,51.0,304.0,B
std-2984,Male,Group D,High school,Free/reduced,Not complete,38,58.0,67.0,93.0,256.0,B
std-2985,Male,Group D,High school,Standard,Not complete,53,91.0,77.0,77.0,298.0,B
std-2986,Male,Group D,Bachelor's degree,Standard,Not complete,28,73.0,59.0,57.0,217.0,C
std-2987,Male,Group E,High school,Free/reduced,Not complete,73,84.0,82.0,42.0,281.0,B
std-2988,Male,Group C,High school,Free/reduced,Complete,35,66.0,58.0,91.0,250.0,B
std-2989,Male,Group B,High school,Free/reduced,Not complete,54,87.0,68.0,52.0,261.0,B
std-2990,Male,Group D,Associate's degree,Standard,Not complete,32,61.0,68.0,96.0,257.0,B
std-2991,Male,Group D,High school,Standard,Complete,41,60.0,100.0,100.0,301.0,B
std-2992,Male,Group C,Some college,Standard,Not complete,47,60.0,77.0,44.0,228.0,C
std-2993,Male,Group B,High school,Standard,Complete,36,53.0,82.0,64.0,235.0,C
std-2994,Male,Group B,Associate's degree,Standard,Not complete,35,79.0,54.0,49.0,217.0,C
std-2995,Male,Group A,Associate's degree,Standard,Complete,63,52.0,40.0,48.0,203.0,C
std-2996,Male,Group C,Associate's degree,Standard,Not complete,72,99.0,61.0,87.0,319.0,B
std-2997,Male,Group E,Some college,Standard,Not complete,76,38.0,29.0,43.0,186.0,D
std-2998,Male,Group B,Some college,Standard,Not complete,32,79.0,42.0,48.0,201.0,C
std-2999,Male,Group C,Bachelor's degree,Standard,Not complete,32,67.0,89.0,83.0,271.0,B
std-3000,Male,Group D,High school,Free/reduced,Not complete,54,51.0,48.0,80.0,233.0,C
std-3001,Male,Group C,High school,Standard,Not complete,45,17.0,100.0,67.0,229.0,C
std-3002,Male,Group D,Associate's degree,Standard,Not complete,87,77.0,72.0,68.0,304.0,B
std-3003,Male,Group D,Associate's degree,Free/reduced,Complete,45,91.0,64.0,53.0,253.0,B
std-3004,Male,Group C,High school,Standard,Complete,58,65.0,35.0,96.0,254.0,B
std-3005,Male,Group E,Bachelor's degree,Free/reduced,Complete,45,73.0,42.0,63.0,223.0,C
std-3006,Male,Group C,High school,Standard,Not complete,23,45.0,85.0,89.0,242.0,C
std-3007,Male,Group B,Some college,Free/reduced,Not complete,66,38.0,61.0,34.0,199.0,D
std-3008,Male,Group C,Bachelor's degree,Standard,Complete,62,77.0,83.0,51.0,273.0,B
std-3009,Male,Group A,Associate's degree,Standard,Not complete,45,68.0,69.0,42.0,224.0,C
std-3010,Male,Group B,High school,Free/reduced,Not complete,8,83.0,67.0,37.0,195.0,D
std-3011,Male,Group B,Bachelor's degree,Standard,Complete,72,92.0,69.0,57.0,290.0,B
std-3012,Male,Group C,Associate's degree,Standard,Complete,39,95.0,53.0,57.0,244.0,C
std-3013,Male,Group C,Master's degree,Free/reduced,Complete,39,68.0,91.0,57.0,255.0,B
std-3014,Male,Group D,High school,Standard,Not complete,24,88.0,47.0,54.0,213.0,C
std-3015,Male,Group B,High school,Standard,Not complete,53,60.0,85.0,66.0,264.0,B
std-3016,Male,Group E,Master's degree,Standard,Complete,81,17.0,69.0,37.0,204.0,C
std-3017,Male,Group D,Master's degree,Free/reduced,Not complete,27,82.0,63.0,55.0,227.0,C
std-3018,Male,Group D,High school,Free/reduced,Not complete,30,84.0,66.0,54.0,234.0,C
std-3019,Male,Group D,Associate's degree,Standard,Not complete,58,91.0,63.0,96.0,308.0,B
std-3020,Male,Group B,Bachelor's degree,Free/reduced,Complete,51,64.0,92.0,56.0,263.0,B
std-3021,Male,Group C,High school,Standard,Not complete,40,92.0,55.0,57.0,244.0,C
std-3022,Male,Group C,Some college,Free/reduced,Complete,51,74.0,84.0,86.0,295.0,B
std-3023,Male,Group B,Associate's degree,Free/reduced,Not complete,52,79.0,59.0,33.0,223.0,C
std-3024,Male,Group C,Master's degree,Free/reduced,Not complete,26,63.0,66.0,85.0,240.0,C
std-3025,Male,Group C,Associate's degree,Standard,Not complete,55,82.0,78.0,82.0,297.0,B
std-3026,Male,Group B,High school,Free/reduced,Not complete,89,73.0,64.0,82.0,308.0,B
std-3027,Male,Group B,High school,Free/reduced,Complete,66,56.0,62.0,18.0,202.0,C
std-3028,Male,Group E,High school,Free/reduced,Not complete,48,61.0,61.0,67.0,237.0,C
std-3029,Male,Group B,Associate's degree,Free/reduced,Not complete,78,75.0,98.0,84.0,335.0,A
std-3030,Male,Group B,High school,Standard,Complete,37,64.0,62.0,75.0,238.0,C
